P,P_lag1,Q_lag1
0.0072274,0.14332,9.923
0.00147,0.0072274,9.519
0.079543,0.00147,8.534
0.46978,0.079543,7.351
0.6421,0.46978,6.139
15.452,0.6421,5.337
1.752,15.452,4.764
12.715,1.752,5.766
0.050633,12.715,6.467
16.176,0.050633,10.018
5.1271,16.176,10.787
6.5385,5.1271,17.036
0.24892,6.5385,32.078
0.13765,0.24892,29.396
10.402,0.13765,26.259
3.1867,10.402,21.477
2.3002,3.1867,22.986
13.968,2.3002,28.562
2.5223,13.968,32.0
31.123,2.5223,49.337
0.3508,31.123,55.62
4.1528,0.3508,126.5
6.8215,4.1528,137.4
0.44863,6.8215,103.3
1.14,0.44863,99.139
1.7228,1.14,85.069
1.3485,1.7228,71.661
5.0062,1.3485,62.064
0.81135,5.0062,56.642
2.0875,0.81135,53.818
5.3376,2.0875,51.351
2.4573,5.3376,48.19
0.65182,2.4573,48.337
0.0042058,0.65182,50.769
0.000694,0.0042058,45.67
0.959,0.000694,39.496
5.402,0.959,36.067
1.1007,5.402,34.15
0.65063,1.1007,34.535
0.33838,0.65063,36.847
0.0028175,0.33838,36.026
0.000123,0.0028175,34.071
0.0,0.000123,30.993
0.000123,0.0,29.523
0.2323,0.000123,28.387
0.15022,0.2323,27.363
0.0013883,0.15022,26.174
0.0,0.0013883,25.525
0.0024091,0.0,24.267
0.029155,0.0024091,22.934
4.1796,0.029155,21.81
6.6425,4.1796,20.411
2.2053,6.6425,21.167
0.54341,2.2053,23.48
0.049326,0.54341,26.711
0.019641,0.049326,24.228
0.41429,0.019641,21.931
0.065129,0.41429,19.65
1.3428,0.065129,18.543
4.8913,1.3428,18.063
3.157,4.8913,18.133
2.535,3.157,19.895
0.69718,2.535,20.066
0.88101,0.69718,20.335
29.925,0.88101,20.043
6.7798,29.925,19.179
0.61731,6.7798,72.547
0.41298,0.61731,128.71
0.12523,0.41298,83.606
0.066394,0.12523,64.648
0.0,0.066394,54.1
0.0,0.0,46.692
0.67971,0.0,42.353
0.05096,0.67971,39.516
0.18648,0.05096,36.669
0.59739,0.18648,34.512
0.5608,0.59739,32.202
6.3623,0.5608,30.683
0.070519,6.3623,28.855
0.0,0.070519,30.012
0.0,0.0,31.362
0.65962,0.0,29.164
0.47562,0.65962,27.248
5.0662,0.47562,26.139
0.74451,5.0662,26.072
6.6233,0.74451,28.144
4.1053,6.6233,31.471
10.291,4.1053,45.804
3.4623,10.291,50.817
0.36541,3.4623,76.137
3.1321,0.36541,64.104
0.33638,3.1321,60.165
12.014,0.33638,60.036
2.1703,12.014,54.8
0.7844,2.1703,64.929
3.9109,0.7844,83.67
5.0724,3.9109,71.537
4.284,5.0724,67.604
9.2606,4.284,80.197
2.1252,9.2606,77.011
10.808,2.1252,94.421
2.3371,10.808,99.414
0.75455,2.3371,112.27
0.065374,0.75455,120.19
0.000612,0.065374,97.029
0.054553,0.000612,82.054
7.9683,0.054553,69.622
0.28285,7.9683,62.016
0.1766,0.28285,68.055
0.0051858,0.1766,75.608
7.9239,0.0051858,67.681
13.284,7.9239,60.029
3.7005,13.284,64.851
8.8716,3.7005,90.429
14.134,8.8716,132.75
5.7265,14.134,136.43
0.87517,5.7265,204.29
0.35321,0.87517,167.58
0.11245,0.35321,140.53
14.039,0.11245,113.57
1.8029,14.039,93.883
0.74275,1.8029,104.53
0.16762,0.74275,148.19
0.96607,0.16762,120.83
3.6054,0.96607,97.451
0.87101,3.6054,86.476
2.585,0.87101,79.362
0.1361,2.585,75.946
2.5253,0.1361,73.619
0.27448,2.5253,66.517
0.10625,0.27448,62.522
1.8811,0.10625,58.305
22.198,1.8811,53.763
3.93,22.198,54.427
0.17219,3.93,126.11
0.0024091,0.17219,141.14
0.027154,0.0024091,104.21
0.02548,0.027154,82.74
0.000939,0.02548,72.345
0.0,0.000939,66.729
0.0,0.0,61.698
0.037362,0.0,56.138
0.30151,0.037362,52.642
0.0,0.30151,49.306
0.000531,0.0,47.372
0.047448,0.000531,45.232
0.066149,0.047448,42.448
0.048265,0.066149,40.592
0.83732,0.048265,38.211
2.8672,0.83732,35.885
5.156,2.8672,34.59
2.6777,5.156,37.069
1.7603,2.6777,38.706
0.77644,1.7603,42.688
0.408,0.77644,43.687
3.9557,0.408,41.364
0.1684,3.9557,37.804
1.898,0.1684,39.512
5.3713,1.898,40.25
3.5391,5.3713,39.414
2.3357,3.5391,41.496
6.3672,2.3357,46.922
0.3844,6.3672,47.805
7.617,0.3844,50.99
0.64369,7.617,54.645
4.7547,0.64369,58.763
2.0382,4.7547,61.222
3.9354,2.0382,57.439
3.1354,3.9354,63.545
3.599,3.1354,65.154
1.6421,3.599,68.846
0.0087383,1.6421,71.304
3.7688,0.0087383,66.31
2.2542,3.7688,58.748
0.84304,2.2542,56.815
2.0954,0.84304,55.049
1.0567,2.0954,53.69
0.14549,1.0567,52.134
12.093,0.14549,49.718
2.2223,12.093,46.432
1.729,2.2223,57.555
2.0347,1.729,80.565
2.147,2.0347,68.995
9.4195,2.147,62.193
0.033973,9.4195,57.841
0.04316,0.033973,76.875
0.34884,0.04316,74.433
2.8004,0.34884,63.537
3.5171,2.8004,58.348
0.35557,3.5171,54.348
0.31748,0.35557,54.918
0.057044,0.31748,55.294
0.0,0.057044,50.507
0.016211,0.0,47.727
0.63352,0.016211,43.98
0.077909,0.63352,41.815
0.0060841,0.077909,39.488
0.0093916,0.0060841,37.075
0.23503,0.0093916,35.028
0.90478,0.23503,33.088
0.0053491,0.90478,32.112
0.0,0.0053491,31.192
1.0137,0.0,30.586
0.60433,1.0137,29.368
2.5735,0.60433,28.476
0.78991,2.5735,28.171
2.4547,0.78991,27.914
1.0358,2.4547,26.587
0.0028583,1.0358,25.279
0.0013475,0.0028583,24.688
0.003185,0.0013475,23.522
0.24034,0.003185,21.86
0.77403,0.24034,20.787
9.196,0.77403,20.63
4.7105,9.196,20.707
0.022091,4.7105,25.586
0.000531,0.022091,29.315
0.0,0.000531,27.823
0.0080033,0.0,24.006
0.21213,0.0080033,21.489
0.10367,0.21213,20.718
0.0093099,0.10367,20.696
3.0189,0.0093099,20.462
1.5213,3.0189,19.976
1.1416,1.5213,19.842
0.69228,1.1416,19.927
0.036709,0.69228,18.184
4.0885,0.036709,17.285
8.7784,4.0885,16.662
0.60188,8.7784,17.349
0.075664,0.60188,19.585
2.526,0.075664,21.257
4.3339,2.526,18.747
2.0758,4.3339,18.163
2.2026,2.0758,23.078
1.2331,2.2026,22.584
9.0817,1.2331,21.91
7.0287,9.0817,21.877
7.0627,7.0287,24.454
2.5403,7.0627,29.356
4.7002,2.5403,40.2
3.8728,4.7002,47.539
0.098612,3.8728,45.972
0.0,0.098612,51.279
0.0081666,0.0,44.817
0.0,0.0081666,38.799
0.0,0.0,34.336
0.0,0.0,30.406
0.000572,0.0,28.233
4.08e-05,0.000572,26.157
0.010984,4.08e-05,24.448
0.011556,0.010984,22.8
4.08e-05,0.011556,21.214
0.083054,4.08e-05,19.713
0.26015,0.083054,18.218
0.047652,0.26015,17.398
0.028052,0.047652,16.73
5.6998,0.028052,16.4
14.746,5.6998,15.925
3.0432,14.746,16.358
0.64014,3.0432,21.541
2.5964,0.64014,22.742
1.8701,2.5964,19.279
0.53561,1.8701,17.014
4.218,0.53561,16.611
0.48436,4.218,16.702
2.6664,0.48436,15.962
2.8172,2.6664,15.427
1.6993,2.8172,15.455
3.3045,1.6993,15.376
3.5249,3.3045,15.522
1.7845,3.5249,15.764
0.029971,1.7845,16.265
1.6454,0.029971,15.77
4.3388,1.6454,14.226
4.6659,4.3388,13.731
5.6171,4.6659,14.082
0.45806,5.6171,14.284
3.4032,0.45806,15.513
0.50302,3.4032,16.045
7.4389,0.50302,15.161
0.066476,7.4389,14.6
1.1079,0.066476,14.423
1.903,1.1079,14.828
0.39592,1.903,14.568
1.47,0.39592,13.667
2.6198,1.47,13.028
0.13797,2.6198,12.658
0.12087,0.13797,12.428
0.0,0.12087,12.534
0.000327,0.0,11.774
0.002695,0.000327,10.974
0.4539,0.002695,10.517
4.4352,0.4539,10.183
6.9166,4.4352,9.625
4.4675,6.9166,9.525
0.12711,4.4675,10.055
0.0020825,0.12711,10.384
0.0,0.0020825,9.926
0.000531,0.0,9.391
0.000531,0.000531,8.943
0.0,0.000531,8.322
0.07599,0.0,8.015
1.4067,0.07599,7.562
1.7698,1.4067,6.957
12.834,1.7698,6.831
2.4107,12.834,6.874
0.67832,2.4107,9.417
7.0922,0.67832,11.835
3.8512,7.0922,11.288
0.16239,3.8512,8.025
0.091588,0.16239,7.938
0.0040016,0.091588,7.775
0.0040425,0.0040016,7.142
0.0,0.0040425,7.146
0.0,0.0,6.937
0.0,0.0,6.477
0.0,0.0,6.12
0.0,0.0,6.18
0.0,0.0,5.865
0.0,0.0,5.548
0.012944,0.0,5.275
0.027889,0.012944,5.459
0.23479,0.027889,5.355
4.4529,0.23479,5.198
3.432,4.4529,5.202
2.164,3.432,5.122
7.9214,2.164,5.199
1.3453,7.9214,5.526
8.5047,1.3453,5.592
5.8497,8.5047,5.692
0.13226,5.8497,5.776
0.14255,0.13226,6.236
0.74741,0.14255,6.255
0.14353,0.74741,5.706
3.2354,0.14353,5.19
2.9942,3.2354,5.005
1.0181,2.9942,5.244
0.004165,1.0181,5.523
1.1612,0.004165,5.09
0.098326,1.1612,5.04
1.9506,0.098326,5.008
1.0794,1.9506,4.754
4.7052,1.0794,4.675
3.3965,4.7052,4.677
4.9037,3.3965,4.51
2.8932,4.9037,4.704
0.63148,2.8932,5.054
3.4504,0.63148,5.082
1.1688,3.4504,4.891
0.000857,1.1688,5.734
0.000653,0.000857,5.934
0.061535,0.000653,5.01
12.311,0.061535,4.677
2.9376,12.311,4.508
4.8057,2.9376,5.664
0.0084116,4.8057,5.941
0.0051041,0.0084116,6.948
6.4399,0.0051041,6.603
3.6977,6.4399,6.39
2.1058,3.6977,6.128
0.032258,2.1058,6.24
0.071417,0.032258,6.38
2.1372,0.071417,6.353
3.2651,2.1372,6.089
0.42454,3.2651,5.563
0.61441,0.42454,5.228
0.42593,0.61441,5.169
11.779,0.42593,4.466
1.3883,11.779,4.458
0.1953,1.3883,5.717
0.027399,0.1953,5.906
3.7856,0.027399,6.082
3.755,3.7856,6.399
0.23173,3.755,6.227
1.0544,0.23173,6.158
9.158,1.0544,6.726
0.65014,9.158,6.738
0.38791,0.65014,7.356
3.3597,0.38791,9.939
7.9151,3.3597,9.916
0.68383,7.9151,9.966
14.208,0.68383,9.959
0.35096,14.208,12.258
1.7296,0.35096,15.279
2.8422,1.7296,20.231
11.04,2.8422,21.394
2.0121,11.04,20.315
6.6781,2.0121,23.193
0.22352,6.6781,26.525
8.4421,0.22352,28.147
1.4793,8.4421,28.811
5.1864,1.4793,29.321
2.7124,5.1864,30.407
0.30261,2.7124,30.154
0.15402,0.30261,29.62
0.70265,0.15402,28.414
14.931,0.70265,25.599
5.6624,14.931,22.958
1.8825,5.6624,28.158
3.5904,1.8825,54.509
0.98395,3.5904,51.408
4.7216,0.98395,45.293
0.10208,4.7216,41.471
9.7303,0.10208,38.17
0.57485,9.7303,36.16
9.6732,0.57485,36.224
0.58906,9.6732,42.211
5.847,0.58906,50.136
0.065659,5.847,53.579
0.097305,0.065659,48.548
4.5203,0.097305,46.585
1.3757,4.5203,42.528
13.394,1.3757,39.537
0.41752,13.394,40.917
14.302,0.41752,51.853
1.4661,14.302,62.448
6.3015,1.4661,72.475
3.6666,6.3015,87.865
6.8717,3.6666,85.183
3.1418,6.8717,81.261
3.3154,3.1418,83.626
16.359,3.3154,81.57
1.773,16.359,81.164
0.46198,1.773,130.97
43.796,0.46198,117.3
7.6196,43.796,107.84
2.2581,7.6196,358.59
0.068885,2.2581,379.09
0.091833,0.068885,247.19
3.6347,0.091833,159.63
1.8806,3.6347,119.25
1.3396,1.8806,105.72
0.25459,1.3396,97.398
0.040915,0.25459,86.912
4.5795,0.040915,75.862
2.1284,4.5795,68.695
1.154,2.1284,67.405
4.0963,1.154,65.398
3.2143,4.0963,62.323
0.1205,3.2143,63.937
5.0309,0.1205,66.45
0.084851,5.0309,65.067
0.1096,0.084851,65.366
5.3499,0.1096,64.595
13.282,5.3499,57.622
1.5715,13.282,63.469
7.2426,1.5715,102.83
5.0869,7.2426,101.9
0.80539,5.0869,98.345
2.5898,0.80539,111.92
1.1968,2.5898,97.024
0.29147,1.1968,85.858
13.752,0.29147,78.199
3.2495,13.752,68.92
1.3911,3.2495,83.297
0.40666,1.3911,108.0
25.051,0.40666,95.91
5.6722,25.051,84.329
4.2987,5.6722,161.01
5.3479,4.2987,222.23
3.2517,5.3479,161.69
10.278,3.2517,144.97
3.6869,10.278,137.08
0.15235,3.6869,180.05
3.1244,0.15235,155.68
0.13822,3.1244,123.84
2.9776,0.13822,106.29
0.63834,2.9776,95.874
19.935,0.63834,89.057
1.8284,19.935,88.709
0.068599,1.8284,134.74
0.010249,0.068599,169.34
0.83291,0.010249,122.61
2.7132,0.83291,100.56
0.30857,2.7132,88.415
0.0065741,0.30857,81.226
3.3327,0.0065741,75.205
2.029,3.3327,68.996
0.25169,2.029,63.26
4.7889,0.25169,58.322
6.6959,4.7889,54.219
4.2154,6.6959,62.32
1.1597,4.2154,103.75
3.1318,1.1597,99.424
0.23058,3.1318,92.068
0.095958,0.23058,83.48
0.58783,0.095958,77.36
1.0592,0.58783,71.842
0.066354,1.0592,66.185
0.2773,0.066354,60.584
0.29567,0.2773,55.373
0.021927,0.29567,51.121
0.0032666,0.021927,48.711
0.0,0.0032666,46.061
0.0,0.0,43.141
0.0013475,0.0,40.496
0.0021233,0.0013475,39.332
0.0,0.0021233,37.191
0.024214,0.0,34.872
0.0,0.024214,33.915
6.1466,0.0,33.025
4.7395,6.1466,32.504
5.1021,4.7395,34.159
6.526,5.1021,41.709
0.47668,6.526,64.213
1.9842,0.47668,72.475
0.069579,1.9842,62.793
0.020376,0.069579,56.16
0.04312,0.020376,51.585
4.9831,0.04312,47.096
0.63732,4.9831,42.87
0.43732,0.63732,44.574
1.4274,0.43732,45.854
4.1813,1.4274,43.434
6.2204,4.1813,42.871
3.9925,6.2204,45.262
10.317,3.9925,51.242
2.9871,10.317,71.921
0.18101,2.9871,95.657
0.0092691,0.18101,90.225
4.5508,0.0092691,75.517
3.7393,4.5508,63.315
0.16149,3.7393,60.703
0.001715,0.16149,70.455
0.0064108,0.001715,63.474
0.24251,0.0064108,55.754
0.011719,0.24251,50.997
0.0017558,0.011719,47.145
0.000735,0.0017558,43.986
0.40563,0.000735,40.654
0.20004,0.40563,38.057
0.26737,0.20004,36.68
0.69396,0.26737,34.849
0.57877,0.69396,33.311
0.1855,0.57877,32.958
0.14941,0.1855,32.199
5.0546,0.14941,30.576
2.892,5.0546,28.692
0.9205,2.892,28.876
0.14671,0.9205,31.017
0.077174,0.14671,28.638
0.00049,0.077174,26.557
0.0050633,0.00049,24.922
0.0026133,0.0050633,23.844
0.0059616,0.0026133,23.448
6.6924,0.0059616,22.77
1.5089,6.6924,21.661
1.6215,1.5089,24.369
3.5119,1.6215,25.182
2.0031,3.5119,24.725
10.806,2.0031,25.067
1.0886,10.806,30.462
0.54263,1.0886,50.909
0.061576,0.54263,44.095
2.1122,0.061576,39.0
1.0476,2.1122,36.355
0.41221,1.0476,33.808
0.084361,0.41221,31.412
0.014047,0.084361,29.223
3.0238,0.014047,27.365
1.811,3.0238,25.146
2.9188,1.811,24.892
0.72017,2.9188,26.522
0.20719,0.72017,26.264
0.037321,0.20719,25.925
10.388,0.037321,24.748
6.2426,10.388,23.424
3.2705,6.2426,28.842
0.63295,3.2705,51.881
3.2781,0.63295,51.556
0.28861,3.2781,45.596
0.48624,0.28861,41.495
0.037281,0.48624,39.586
0.96309,0.037281,36.21
7.5265,0.96309,33.652
9.1249,7.5265,31.477
6.9197,9.1249,32.824
0.49049,6.9197,49.179
8.3153,0.49049,67.145
2.8384,8.3153,59.511
0.35508,2.8384,69.673
1.5729,0.35508,64.533
2.9254,1.5729,54.729
0.19396,2.9254,48.65
3.5374,0.19396,47.061
0.29212,3.5374,46.263
0.058514,0.29212,44.889
1.8552,0.058514,41.895
0.054798,1.8552,38.223
0.0079624,0.054798,35.904
0.18346,0.0079624,33.085
9.007,0.18346,30.438
1.1872,9.007,28.511
2.4161,1.1872,30.464
2.4307,2.4161,31.633
1.4987,2.4307,29.336
0.099388,1.4987,28.327
2.7515,0.099388,27.873
1.7731,2.7515,25.958
1.8756,1.7731,25.741
0.0079216,1.8756,25.358
0.000817,0.0079216,24.195
1.0104,0.000817,23.0
0.0012658,1.0104,21.823
0.26521,0.0012658,21.545
0.0,0.26521,20.555
0.0,0.0,19.861
0.0,0.0,19.645
0.0,0.0,19.937
0.47138,0.0,19.04
0.24826,0.47138,18.189
0.16505,0.24826,18.512
0.0,0.16505,17.823
2.7405,0.0,16.923
5.8349,2.7405,16.166
6.8703,5.8349,16.044
11.439,6.8703,16.762
0.82372,11.439,17.8
0.11176,0.82372,23.6
0.16411,0.11176,22.789
0.0,0.16411,19.73
0.0,0.0,18.277
0.0,0.0,17.251
0.0,0.0,15.677
0.0042875,0.0,14.918
1.4372,0.0042875,14.035
3.879,1.4372,13.734
4.5584,3.879,13.368
0.24157,4.5584,13.424
0.26725,0.24157,13.725
0.92234,0.26725,13.468
0.41984,0.92234,12.68
0.53144,0.41984,11.747
0.026582,0.53144,11.547
0.0,0.026582,11.093
0.0,0.0,10.619
3.697,0.0,10.278
11.813,3.697,9.732
1.3907,11.813,10.124
1.4169,1.3907,11.46
1.037,1.4169,11.713
0.037607,1.037,10.862
0.0039608,0.037607,10.684
0.00294,0.0039608,10.219
0.027154,0.00294,10.043
12.678,0.027154,10.297
9.9742,12.678,10.327
0.052103,9.9742,11.591
0.03773,0.052103,18.288
4.952,0.03773,16.17
3.7434,4.952,12.149
0.000531,3.7434,10.696
0.0,0.000531,10.265
0.0,0.0,9.885
0.7452,0.0,9.222
0.014945,0.7452,8.462
5.2094,0.014945,7.633
2.5766,5.2094,7.636
1.191,2.5766,8.045
4.3806,1.191,8.751
4.7525,4.3806,8.411
0.23258,4.7525,8.275
0.016456,0.23258,8.25
0.0,0.016456,7.952
0.90049,0.0,7.497
0.13667,0.90049,7.437
0.0057983,0.13667,7.217
0.0047775,0.0057983,7.745
0.070029,0.0047775,7.634
0.033442,0.070029,7.096
2.9433,0.033442,6.461
14.346,2.9433,6.183
1.6643,14.346,6.357
2.0098,1.6643,7.016
3.1188,2.0098,7.436
0.82295,3.1188,7.42
0.23173,0.82295,7.51
0.46615,0.23173,7.423
4.1147,0.46615,7.163
0.00245,4.1147,6.703
0.072274,0.00245,6.839
3.8836,0.072274,6.978
1.452,3.8836,6.627
0.016823,1.452,6.703
0.56084,0.016823,6.869
0.42564,0.56084,6.713
0.051041,0.42564,6.104
0.0072683,0.051041,6.19
0.001715,0.0072683,5.771
0.0017967,0.001715,5.905
0.063944,0.0017967,5.84
2.9392,0.063944,5.282
0.0045733,2.9392,4.906
2.0513,0.0045733,4.736
13.212,2.0513,4.564
0.89126,13.212,5.712
3.8128,0.89126,7.11
11.07,3.8128,8.341
6.859,11.07,7.646
1.1426,6.859,7.756
9.7392,1.1426,10.013
1.4941,9.7392,9.679
1.2191,1.4941,9.847
2.5031,1.2191,9.602
3.7891,2.5031,9.274
0.43989,3.7891,8.477
21.469,0.43989,8.094
0.16648,21.469,8.069
3.1585,0.16648,13.012
4.1811,3.1585,22.597
4.5851,4.1811,21.377
1.2412,4.5851,20.68
1.0401,1.2412,21.788
1.2922,1.0401,20.154
0.0,1.2922,17.118
0.010576,0.0,14.813
0.89808,0.010576,13.581
0.24394,0.89808,12.634
8.17e-05,0.24394,11.754
0.0,8.17e-05,11.025
0.0049,0.0,9.595
2.5078,0.0049,9.139
0.76198,2.5078,8.76
1.2875,0.76198,8.482
0.95076,1.2875,8.06
0.83985,0.95076,7.794
1.503,0.83985,7.739
0.19322,1.503,7.718
1.8557,0.19322,7.514
0.13895,1.8557,7.159
1.0397,0.13895,6.838
0.026746,1.0397,6.439
0.0,0.026746,6.333
0.0099224,0.0,5.887
0.54806,0.0099224,5.355
3.7645,0.54806,5.304
0.25365,3.7645,5.164
0.90433,0.25365,5.388
0.13675,0.90433,5.446
0.0017558,0.13675,5.267
0.0,0.0017558,4.928
0.0,0.0,4.885
0.0,0.0,4.58
0.0,0.0,4.795
0.012454,0.0,4.351
0.0013883,0.012454,4.589
0.036913,0.0013883,4.507
3.3977,0.036913,4.137
1.5735,3.3977,4.083
8.5214,1.5735,4.368
2.1702,8.5214,4.384
3.3944,2.1702,4.584
2.9591,3.3944,4.691
7.6038,2.9591,4.635
1.9445,7.6038,5.315
1.2355,1.9445,5.792
2.3781,1.2355,6.331
5.1354,2.3781,6.205
7.185,5.1354,6.146
5.3535,7.185,6.595
20.79,5.3535,7.819
1.0105,20.79,11.721
0.86595,1.0105,28.514
0.38775,0.86595,35.338
0.84324,0.38775,26.187
0.30184,0.84324,21.522
1.829,0.30184,19.193
8.2405,1.829,17.039
2.6641,8.2405,15.711
4.6147,2.6641,17.841
7.006,4.6147,19.69
2.9523,7.006,22.441
11.997,2.9523,26.482
0.6766,11.997,32.517
0.14941,0.6766,41.462
2.6926,0.14941,47.014
4.8874,2.6926,38.867
0.4334,4.8874,33.897
4.6525,0.4334,32.479
1.5696,4.6525,33.277
0.080972,1.5696,35.718
0.0095549,0.080972,34.758
0.0015517,0.0095549,30.878
5.0509,0.0015517,27.487
0.011842,5.0509,25.676
0.0046141,0.011842,25.193
0.32274,0.0046141,24.509
0.013148,0.32274,23.205
0.30216,0.013148,21.906
1.2757,0.30216,21.057
5.437,1.2757,20.292
7.2275,5.437,19.796
1.055,7.2275,20.443
1.7673,1.055,24.589
0.15982,1.7673,26.548
0.0057166,0.15982,27.012
0.20049,0.0057166,26.26
0.074806,0.20049,25.093
0.13949,0.074806,23.747
0.011147,0.13949,23.211
0.60041,0.011147,22.523
1.1107,0.60041,21.687
4.3129,1.1107,20.972
0.65855,4.3129,20.56
0.30759,0.65855,21.68
2.588,0.30759,22.662
0.094896,2.588,22.454
2.5394,0.094896,21.704
0.71989,2.5394,22.3
7.5034,0.71989,22.24
3.262,7.5034,22.277
1.4628,3.262,24.807
0.019763,1.4628,34.857
0.31303,0.019763,39.397
11.229,0.31303,35.864
4.9676,11.229,32.411
0.21515,4.9676,44.645
4.7864,0.21515,50.711
0.1292,4.7864,51.318
0.010086,0.1292,53.756
0.000939,0.010086,52.138
0.0028991,0.000939,46.567
0.0038791,0.0028991,42.136
0.043814,0.0038791,38.378
0.000776,0.043814,35.71
0.0041241,0.000776,33.925
0.09608,0.0041241,31.57
0.70237,0.09608,29.672
0.15508,0.70237,28.221
0.041405,0.15508,26.621
0.13026,0.041405,25.513
0.31445,0.13026,24.811
0.83687,0.31445,24.292
0.010902,0.83687,23.224
0.5884,0.010902,22.602
1.7716,0.5884,21.683
0.1414,1.7716,20.935
0.50625,0.1414,20.867
1.1907,0.50625,20.56
0.18485,1.1907,20.193
0.3047,0.18485,20.07
0.004655,0.3047,19.913
0.010943,0.004655,18.993
0.0035116,0.010943,16.647
1.9737,0.0035116,16.384
0.095713,1.9737,16.491
3.8735,0.095713,16.679
0.27117,3.8735,18.002
0.075296,0.27117,18.312
0.0045325,0.075296,19.302
1.2028,0.0045325,19.547
0.24014,1.2028,19.541
0.70188,0.24014,18.708
0.30004,0.70188,18.393
1.1563,0.30004,18.23
0.47983,1.1563,17.823
2.2192,0.47983,17.755
0.30122,2.2192,17.659
5.7389,0.30122,17.85
0.57244,5.7389,17.41
7.6111,0.57244,18.047
1.9323,7.6111,21.673
0.27505,1.9323,29.862
2.5966,0.27505,34.099
10.004,2.5966,34.354
11.477,10.004,33.72
7.5754,11.477,42.695
8.5601,7.5754,98.533
1.0507,8.5601,89.882
6.5492,1.0507,113.8
4.9335,6.5492,103.27
7.1858,4.9335,95.789
3.0199,7.1858,95.98
8.6064,3.0199,96.252
12.226,8.6064,98.944
12.01,12.226,116.34
6.4415,12.01,153.84
9.0853,6.4415,144.97
3.4589,9.0853,173.32
5.1078,3.4589,197.33
1.3724,5.1078,168.67
7.2893,1.3724,132.59
5.1974,7.2893,125.41
15.591,5.1974,128.98
4.7999,15.591,132.09
0.14247,4.7999,198.8
0.014128,0.14247,206.55
0.0025316,0.014128,145.47
0.000408,0.0025316,115.07
0.025153,0.000408,99.049
0.11727,0.025153,87.289
1.1786,0.11727,77.465
16.086,1.1786,69.916
1.8703,16.086,66.149
4.5909,1.8703,93.276
3.9317,4.5909,100.01
5.4857,3.9317,90.115
14.92,5.4857,87.354
15.756,14.92,88.059
4.1157,15.756,155.49
5.107,4.1157,247.75
1.984,5.107,212.57
0.0062883,1.984,166.48
0.20661,0.0062883,133.97
0.25937,0.20661,109.57
0.63577,0.25937,94.211
1.5178,0.63577,84.43
0.45753,1.5178,76.847
0.010453,0.45753,68.988
13.163,0.010453,62.933
8.1524,13.163,57.319
1.476,8.1524,64.576
0.14655,1.476,93.023
0.0,0.14655,91.682
0.015925,0.0,75.631
2.2837,0.015925,65.916
4.0711,2.2837,58.899
1.228,4.0711,55.113
2.8001,1.228,54.757
1.1833,2.8001,54.05
2.5866,1.1833,52.551
1.2147,2.5866,51.236
0.37583,1.2147,49.082
0.028869,0.37583,47.695
0.0015108,0.028869,45.757
0.65692,0.0015108,42.95
0.075051,0.65692,41.192
0.0,0.075051,39.432
0.0,0.0,36.755
0.0,0.0,34.328
0.0,0.0,32.601
4.2874,0.0,30.897
1.9097,4.2874,29.92
1.2205,1.9097,30.145
3.9053,1.2205,30.266
0.034463,3.9053,28.924
0.091548,0.034463,28.379
0.018947,0.091548,27.991
0.0,0.018947,26.378
0.0,0.0,25.168
0.0,0.0,23.986
0.0,0.0,23.076
0.002205,0.0,22.387
0.35333,0.002205,21.085
0.059412,0.35333,20.505
0.72172,0.059412,20.4
0.0059208,0.72172,19.775
0.033075,0.0059208,19.107
12.898,0.033075,18.964
19.212,12.898,18.511
0.92262,19.212,22.421
2.1043,0.92262,51.522
9.7245,2.1043,45.159
1.558,9.7245,34.737
0.10363,1.558,40.882
0.0070641,0.10363,48.615
0.21384,0.0070641,40.599
4.9949,0.21384,34.98
1.8245,4.9949,31.886
6.4004,1.8245,30.221
7.1151,6.4004,28.538
5.6606,7.1151,29.063
2.8568,5.6606,34.601
6.2112,2.8568,36.518
1.7078,6.2112,37.563
0.11323,1.7078,44.795
0.0,0.11323,40.571
0.00147,0.0,36.121
0.0,0.00147,32.45
0.65545,0.0,30.111
0.2726,0.65545,28.229
0.038097,0.2726,27.021
0.011229,0.038097,26.015
0.0,0.011229,23.914
4.9203,0.0,22.285
5.1229,4.9203,21.979
0.63393,5.1229,21.919
0.11458,0.63393,22.615
2.1522,0.11458,21.506
35.369,2.1522,20.545
2.3837,35.369,24.047
5.8126,2.3837,78.072
1.3448,5.8126,69.574
4.0005,1.3448,55.559
6.3582,4.0005,52.622
8.228,6.3582,50.165
5.5604,8.228,51.108
1.8954,5.5604,56.981
0.9862,1.8954,65.946
8.1729,0.9862,59.405
7.0895,8.1729,52.595
4.771,7.0895,50.394
1.8463,4.771,70.669
0.11621,1.8463,66.513
2.5007,0.11621,59.874
3.3478,2.5007,53.78
1.4296,3.3478,49.216
3.2514,1.4296,45.435
0.044345,3.2514,42.507
3.1618,0.044345,41.355
2.0558,3.1618,39.384
8.277,2.0558,37.412
4.0621,8.277,35.689
3.2534,4.0621,38.451
2.5025,3.2534,44.086
1.1735,2.5025,42.055
9.0066,1.1735,38.553
10.149,9.0066,35.129
1.2015,10.149,36.566
10.596,1.2015,55.001
0.12425,10.596,58.674
0.4541,0.12425,72.686
0.6116,0.4541,64.071
4.3875,0.6116,52.536
